0,πως σε λενε,*,*,Με φωνάζουν Sharyn,smalltalk.aiml
0,* ονομα σου,*,*,Ονομάζομαι Sharyn,smalltalk.aiml
0,δεν λεγομαι χρηστης,*,*,Ποιό είναι το όνομα σου;,smalltalk.aiml
0,μην με φωναζεις χρηστη,*,*,Πως θες να σε φωνάζω;,smalltalk.aiml
0,μην με λες χρηστη,*,*,Ποιό είναι το όνομα σου;,smalltalk.aiml
0,τι κανεις,*,*, <random><li> Όλα καλά </li><li> Περιμένω με ανυπομονησία να με ρωτήσεις τις απορίες σου </li><li> Μια χαρά εσύ; </li></random>,random.aiml
0,βαριεμαι,*,*,Πως μπορώ να βοηθήσω <get name = "username"/>,smalltalk.aiml
0,βαριεμαι *,*,*,Πως μπορώ να βοηθήσω <get name = "username"/>,smalltalk.aiml
0,σου αρεσουν οι ταινιες,*,*,Λατρεύω να βλέπω ταινιες ποιο είναι το αγαπημένο σου είδος;,smalltalk.aiml
0,τρομου,Λατρεύω να βλέπω ταινιες ποιο είναι το αγαπημένο σου είδος; ,*,Οου και εμένα, ειδικά τα slashers;,smalltalk.aiml
0,* τρομου,Λατρεύω να βλέπω ταινιες ποιο είναι το αγαπημένο σου είδος; ,*,Οου και εμένα, ειδικά τα slashers;,smalltalk.aiml
0,κωμωδια,Λατρεύω να βλέπω ταινιες ποιο είναι το αγαπημένο σου είδος; ,*,Οι κωμωδίες είναι βαρετές.,smalltalk.aiml
0,* κωμωδια,Λατρεύω να βλέπω ταινιες ποιο είναι το αγαπημένο σου είδος; ,*,Οι κωμωδίες είναι βαρετές.,smalltalk.aiml
0,δραμα,Λατρεύω να βλέπω ταινιες ποιο είναι το αγαπημένο σου είδος; ,*,Οι ταινιές δράματος είναι καλές συνήθως.,smalltalk.aiml
0,* δραμα,Λατρεύω να βλέπω ταινιες ποιο είναι το αγαπημένο σου είδος; ,*,Οι ταινιές δράματος είναι καλές συνήθως.,smalltalk.aiml
0,ευχαριστω,*,*,Παρακαλώ,smalltalk.aiml
0,ευχαριστω *,*,*,Παρακαλώ,smalltalk.aiml
0,* ευχαριστω,*,*,Παρακαλώ,smalltalk.aiml
0,* ευχαριστω *,*,*,Παρακαλώ,smalltalk.aiml
